longitude,latitude,examined,positive,prev,alt,temp,prec,hum,dist_aqua
35.0222,-20.9881,37,22,0.594594595,4,29.69326401,81.69166565,77.97499847,0.328000009
35.0422,-22.7924,7,2,0.285714286,106,30.13210297,71.73332977,77.34166718,31.49799919
35.0746,-17.4417,17,0,0,49,33.55524826,69.23332977,71.96666718,0.583999991
35.0798,-24.472,9,6,0.666666667,46,29.67378807,79.07499695,77.14167023,0.370999992
35.0833,-20.9833,24,18,0.75,4,29.24941826,81.69166565,77.97499847,0.903999984
35.0877,-22.8267,50,15,0.3,93,30.04789925,71.73332977,77.34166718,29.12999916
35.119,-22.2919,10,2,0.2,43,29.90217209,64.83333588,77.80833435,4.288000107
35.1369,-24.2543,49,19,0.387755102,82,29.23376656,74.93333435,76.97499847,1.394000053
35.1395,-24.0445,11,11,1,78,30.07752991,70.875,76.81666565,1.315000057
35.15,-23.8834,4,1,0.25,114,30.15561676,70.44999695,76.6333313,8.194999695
35.1575,-17.157,9,3,0.333333333,119,32.82753372,78.44999695,71.6333313,8.621999741
35.2005,-21.5327,9,5,0.555555556,3,29.36491776,70.2583313,78.27500153,0.259000003
35.2174,-13.4159,10,1,0.1,1187,25.05461121,95.58333588,71.44166565,14.01099968
35.2224,-17.4892,9,3,0.333333333,36,33.79779434,70.05833435,72.56666565,3.239000082
35.2341,-23.681,12,2,0.166666667,63,30.14074326,75.91666412,76.75,8.368000031
35.2396,-13.2864,14,2,0.142857143,1360,24.83145332,97.59999847,72.19166565,7.236999989
35.2447,-13.3112,9,2,0.222222222,1356,24.83539391,97.59999847,72.19166565,6.138999939
35.2478,-13.3121,11,1,0.090909091,1356,24.83539391,97.59999847,72.19166565,5.867000103
35.258,-13.3276,8,1,0.125,1385,24.65684509,97.59999847,72.19166565,4.823999882
35.2583,-13.293,8,1,0.125,1344,24.65684509,97.59999847,72.19166565,5.118999958
35.2596,-23.1875,64,19,0.296875,80,30.07629776,85.29166412,77.05000305,9.427000046
35.2652,-13.6183,85,30,0.352941176,1200,25.53629875,93.79166412,70.52500153,25.85700035
35.2691,-13.3424,11,1,0.090909091,1371,24.74438667,95.58333588,71.44166565,4.368000031
35.3044,-13.331,17,14,0.823529412,1349,24.70405197,97.59999847,72.19166565,1.024000049
35.3124,-23.3832,49,14,0.285714286,86,29.90966034,84.47499847,76.90000153,5.886000156
35.3137,-21.9922,12,0,0,18,29.40439606,65.21666718,78.30833435,1.133000016
35.3169,-24.1076,91,26,0.285714286,42,29.78058434,74.58333588,76.92500305,7.360000134
35.3178,-16.2142,58,11,0.189655172,415,29.49742508,108.4250031,71.52500153,1.054999948
35.3295,-24.1061,111,38,0.342342342,43,29.78058434,74.58333588,76.92500305,6.126999855
35.3361,-23.6601,7,3,0.428571429,51,29.82805061,84.78333282,76.96666718,2.010999918
35.3402,-23.8645,2,0,0,38,29.74901199,78.54166412,76.92500305,0.879999995
35.3415,-13.0282,9,5,0.555555556,1070,26.72899246,103.8416672,71.66666412,21.92700005
35.3422,-23.8711,11,8,0.727272727,14,29.74901199,78.54166412,76.92500305,0.203999996
35.3442,-23.836,15,9,0.6,25,29.74901199,78.54166412,76.92500305,0.518000007
35.3445,-23.8439,10,3,0.3,23,29.74901199,78.54166412,76.92500305,0.351999998
35.3459,-23.8653,18,1,0.055555556,20,29.74901199,78.54166412,76.92500305,0.386999995
35.3462,-23.6519,1,1,1,39,29.82805061,84.78333282,76.96666718,1.036999941
35.3472,-17.8297,19,4,0.210526316,37,33.22424316,81.77500153,74.1166687,1.577000022
35.3636,-16.68,9,5,0.555555556,65,32.51101685,73.54166412,71.20833588,6.951000214
35.3832,-24.2332,36,10,0.277777778,49,29.60306358,81.42500305,77.14167023,2.467999935
35.3868,-23.8787,14,3,0.214285714,14,29.44397545,78.54166412,76.92500305,0.73299998
35.3906,-23.8713,10,1,0.1,10,29.43360901,78.54166412,76.92500305,0.470999986
35.3953,-23.8784,5,0,0,10,29.44397545,78.54166412,76.92500305,1.139999986
35.4042,-23.717,1871,705,0.376803848,9,29.43865204,80.59166718,76.92500305,0.848999977
35.4056,-24.2317,16,5,0.3125,58,29.60306358,81.42500305,77.14167023,0.270000011
35.4123,-13.4442,13,6,0.461538462,1095,26.31790733,96.29166412,70.96666718,18.04800034
35.4513,-16.2111,70,14,0.2,561,28.92621231,120.7166672,72.26667023,8.170000076
35.4522,-13.5272,98,34,0.346938776,978,26.75549126,93.92500305,70.08333588,17.60099983
35.4602,-23.2342,78,24,0.307692308,101,29.6310482,91.5,77.23332977,3.075000048
35.4761,-24.05,29,14,0.482758621,39,29.69237518,78.93333435,77.04166412,1.779000044
35.4893,-16.4279,41,9,0.219512195,372,29.45676422,98.72499847,71.70833588,21.98900032
35.5302,-16.2429,57,10,0.175438596,659,28.30262566,130.5583344,73.42500305,8.888999939
35.5352,-13.3116,87,36,0.413793103,1207,25.74274826,99.39167023,71.125,24.37800026
35.6167,-18.05,94,45,0.478723404,28,32.4749527,91.7416687,75.43333435,2.15199995
35.6502,-13.1077,8,3,0.375,1109,26.20689201,102.7249985,71.45833588,30.87700081
35.6542,-14.3528,14,6,0.428571429,759,28.89232063,84.84999847,67.5,11.91399956
35.6822,-17.507,8,8,1,300,31.29494667,79.9916687,74.94999695,35.8370018
35.7098,-14.3293,4,0,0,741,29.06911659,84.46666718,67.03333282,13.90799999
35.7573,-14.3176,8,3,0.375,711,29.24637604,84.46666718,67.03333282,12.99600029
35.7574,-16.1092,104,21,0.201923077,677,28.21679688,142.2333374,73.90833282,7.784999847
35.7617,-16.0922,7,7,1,669,28.21679688,142.2333374,73.90833282,8.970999718
35.7756,-16.0997,18,5,0.277777778,730,28.21679688,142.2333374,73.90833282,7.487999916
35.7924,-16.4786,60,11,0.183333333,461,29.96958542,119.5666656,73.90833282,35.38000107
35.7934,-16.2084,38,7,0.184210526,690,29.0377636,128.2583313,73.76667023,5.5
35.8743,-15.1958,16,0,0,647,29.01167297,109.0500031,68.26667023,4.801000118
35.8758,-15.9942,87,13,0.149425287,638,29.52839661,134.6999969,72.33333588,6.868999958
35.8794,-15.2576,12,5,0.416666667,657,29.64694405,109.0500031,68.26667023,6.013999939
35.8988,-18.2748,91,41,0.450549451,11,33.12586975,94.96666718,76.67500305,0.95599997
35.9279,-14.142,4,2,0.5,681,29.61478806,85.94166565,66.94166565,5.589000225
35.9348,-14.6679,13,4,0.307692308,642,29.6963501,88.42500305,66.43333435,5.467000008
35.9453,-18.2908,108,57,0.527777778,12,32.97108078,94.96666718,76.67500305,0.533999979
36.0167,-15.7739,49,8,0.163265306,742,28.68995667,133.0666656,71.59999847,13.98200035
36.0427,-16.4404,17,12,0.705882353,464,30.42341995,111.5083313,73.57499695,31.90999985
36.1455,-12.3216,15,2,0.133333333,691,28.80087662,106.4333344,71.34166718,25.68300056
36.1689,-15.3075,79,28,0.35443038,766,29.51408005,111.8166656,68.66666412,33.41899872
36.1741,-13.4345,11,5,0.454545455,634,29.72065735,95.1166687,68.19999695,0.845000029
36.307,-15.4871,71,12,0.169014085,808,29.02150154,118.3416672,69.44166565,29.41500092
36.3903,-15.1497,121,59,0.487603306,690,30.12721443,97.18333435,66.83333588,40.36100006
36.4109,-18.6272,10,2,0.2,10,30.90205956,100.1333313,78.35832977,1.911000013
36.46,-18.5862,15,1,0.066666667,8,30.68208313,100.1333313,78.35832977,1.041000009
36.5337,-14.8005,13,2,0.153846154,586,31.61503792,81.1166687,64.9916687,6.385000229
36.5346,-14.8123,18,0,0,585,31.61503792,81.1166687,64.9916687,6.78000021
36.5466,-14.7904,11,2,0.181818182,567,31.58325195,81.1166687,64.9916687,7.829999924
36.5531,-14.7976,15,4,0.266666667,572,31.45476723,81.1166687,64.9916687,8.520999908
36.6138,-15.143,83,44,0.530120482,602,31.05198479,93.27500153,66.5,38.00899887
36.6542,-13.3488,10,1,0.1,609,29.92278671,95.82499695,67.95833588,19.19099998
36.7942,-17.8717,127,88,0.692913386,5,31.11255646,113.1416702,78.39167023,0.398999989
36.8016,-15.177,8,4,0.5,697,30.49895859,105.0583344,68.05833435,37.90299988
36.8176,-18.0298,102,77,0.754901961,10,30.79528999,112.5416641,78.59166718,1.15199995
36.8494,-14.7894,104,57,0.548076923,537,31.48233604,83.32499695,66,1.616999984
36.8792,-17.8703,6,0,0,7,31.01564598,120.3166656,78.78333282,0.966000021
36.8792,-17.8619,7,1,0.142857143,6,31.01564598,120.3166656,78.78333282,1.781000018
36.8891,-17.8636,7,0,0,7,31.01564598,120.3166656,78.78333282,2.102999926
36.9034,-17.8718,18,2,0.111111111,8,31.01564598,120.3166656,78.78333282,0.944999993
36.9149,-17.8642,18,1,0.055555556,8,31.01564598,120.3166656,78.78333282,1.848999977
36.9164,-14.2056,10,4,0.4,591,30.92999077,87.84999847,66.16666412,13.70100021
36.9497,-16.6903,7,6,0.857142857,174,31.81121826,103.6333313,75.19999695,4.458000183
36.9628,-14.6939,68,39,0.573529412,537,31.74910545,83.32499695,66,1.52699995
36.9719,-16.843,6,1,0.166666667,163,31.73101425,102.0083313,75.84999847,1.20599997
36.9727,-15.458,6,2,0.333333333,658,27.59374428,116.7249985,69.55000305,1.781000018
36.9789,-15.4752,13,4,0.307692308,678,29.54863739,116.7249985,69.55000305,1.159000039
36.9848,-16.8328,16,5,0.3125,116,31.93824768,103.6333313,75.19999695,0.472000003
36.9897,-16.8515,13,11,0.846153846,144,31.73101425,102.0083313,75.84999847,1.419999957
36.9899,-15.4741,22,13,0.590909091,695,29.54863739,116.7249985,69.55000305,0.824000001
36.9935,-15.4627,13,5,0.384615385,689,29.54863739,116.7249985,69.55000305,0.851999998
36.9952,-16.8409,9,1,0.111111111,131,31.73101425,102.0083313,75.84999847,0.771000028
37.0165,-17.2695,61,38,0.62295082,81,31.50876999,104.1750031,77.28333282,5.831999779
37.0266,-17.4998,68,37,0.544117647,22,31.55613899,105.0916672,77.79166412,0.964999974
37.0279,-14.8912,13,10,0.769230769,574,31.68135834,88.08333588,67,18.87199974
37.0354,-17.2218,39,25,0.641025641,60,31.60222244,104.1750031,77.28333282,2.937000036
37.0515,-17.8252,2,0,0,8,30.73213959,114.2833328,78.66666412,3.397000074
37.159,-17.5755,31,22,0.709677419,4,31.45546722,108.3666687,78.25,5.012000084
37.1676,-16.5194,14,6,0.428571429,234,31.63538551,113.6916656,74.95833588,2.210999966
37.1693,-13.8748,14,2,0.142857143,579,30.86175537,94.7583313,66.90000153,32.0909996
37.1883,-15.8026,14,4,0.285714286,504,30.06702995,126.5749969,71.04166412,9.81400013
37.1894,-17.7069,41,23,0.56097561,12,30.83850098,114.3249969,78.8833313,0.512000024
37.2006,-17.4767,55,32,0.581818182,26,31.44059181,109.2083359,78.09166718,0.843999982
37.2702,-17.6492,54,35,0.648148148,7,30.93164825,111.2249985,78.51667023,3.993000031
37.389,-17.3772,11,4,0.363636364,22,31.3808136,112.2416687,78.3666687,1.243000031
37.4155,-14.9538,7,6,0.857142857,630,30.37902069,86.69999695,67.80000305,3.997999907
37.4463,-16.4416,12,6,0.5,328,30.40378189,121.0166702,74.40833282,31.37599945
37.5045,-13.1967,14,0,0,807,29.38994598,91,68.02500153,16.42499924
37.5497,-15.4039,49,33,0.673469388,720,29.19532585,110.9250031,69.85832977,37.04399872
37.5773,-16.7618,12,7,0.583333333,208,30.68022728,114.6083298,76.18333435,21.11899948
37.7465,-16.3678,10,6,0.6,249,30.94193077,116.0749969,74.80833435,15.52099991
37.7594,-13.8882,14,5,0.357142857,508,30.89889526,89.84166718,67.34999847,9.56799984
37.9927,-14.2566,78,35,0.448717949,402,31.53989792,87.8666687,67.58333588,0.878000021
38.0328,-16.2511,54,35,0.648148148,244,30.87110901,112.9583359,74.31666565,14.53299999
38.1016,-16.1289,72,51,0.708333333,353,30.2858963,113.0999985,73.45833588,17.36899948
38.3472,-15.0023,9,6,0.666666667,565,30.23810387,100.6666641,69.6166687,18.50099945
38.3792,-16.137,91,63,0.692307692,176,31.17737961,108.2333298,73.80000305,0.77700001
38.3799,-15.5458,42,31,0.738095238,465,30.22977638,104.8583298,71.46666718,5.960999966
38.3842,-13.7514,7,3,0.428571429,484,30.68440628,87.18333435,68.125,39.32099915
38.3935,-15.7922,10,8,0.8,325,30.7321167,105.2916641,72.25,12.43700027
38.5413,-15.4738,91,55,0.604395604,439,30.28667641,102.5749969,70.8666687,12.12300014
38.5613,-12.6857,14,8,0.571428571,453,31.03271484,81.09166718,69.54166412,14.96399975
38.5615,-13.3502,15,5,0.333333333,580,30.71179008,85.30833435,68.35832977,12.0010004
38.6582,-15.8903,57,40,0.701754386,190,31.0851593,105.1583328,73.15833282,2.723999977
38.6835,-15.2113,59,41,0.694915254,502,29.92270279,97.30000305,70.43333435,23.54199982
38.6925,-15.6546,69,45,0.652173913,315,30.77754021,100.5333328,71.80833435,2.970000029
38.7182,-15.4485,97,58,0.597938144,372,30.86104012,98.98332977,71.09166718,25.67300034
38.8017,-13.9468,6,0,0,392,31.76229477,87.40000153,68.82499695,16.03899956
38.8814,-16.7854,17,11,0.647058824,53,31.20105553,101.7166672,77.06666565,5.328999996
38.9022,-14.6552,13,6,0.461538462,488,30.85416603,91.77500153,69.41666412,39.72299957
38.9911,-13.5989,16,9,0.5625,412,31.34415054,84.01667023,69.09999847,27.12100029
38.9913,-13.1247,11,5,0.454545455,506,31.19822884,79.1166687,68.9916687,4.027999878
39.002,-13.1257,13,9,0.692307692,525,31.09221649,79.2416687,69.48332977,2.984999895
39.0029,-13.1278,17,2,0.117647059,525,31.09221649,79.2416687,69.48332977,2.950000048
39.0163,-13.1321,9,4,0.444444444,532,31.09221649,79.2416687,69.48332977,1.950000048
39.0476,-16.5184,89,52,0.584269663,34,31.63848495,99.45833588,76.59166718,0.533999979
39.0811,-16.5583,14,13,0.928571429,68,31.55046463,99.45833588,76.59166718,5.271999836
39.1482,-16.0969,11,8,0.727272727,158,31.60768318,99.58333588,74.59999847,13.93500042
39.2131,-14.9346,12,4,0.333333333,436,30.33641243,89.65000153,70.21666718,10.50800037
39.222,-16.7475,14,5,0.357142857,9,31.22466469,97.69166565,77.20833588,1.302000046
39.2346,-15.119,14,5,0.357142857,377,30.67718697,89.40000153,70.32499695,7.870999813
39.236,-15.1044,4,1,0.25,395,30.67718697,89.40000153,70.32499695,7.098999977
39.2367,-11.2534,6,3,0.5,223,30.892313,81.03333282,74.94999695,7.53399992
39.2537,-15.1014,15,7,0.466666667,398,30.61738586,89.40000153,70.32499695,7.703999996
39.2561,-15.1321,18,5,0.277777778,419,30.6818943,89.40000153,70.32499695,10.55500031
39.267,-15.1079,19,0,0,425,30.61738586,89.40000153,70.32499695,8.418000221
39.2684,-15.1334,11,0,0,389,30.6818943,89.40000153,70.32499695,11.29399967
39.2841,-16.4459,13,11,0.846153846,59,31.69029617,97.64167023,76.17500305,18.7689991
39.3636,-15.7279,11,5,0.454545455,124,31.7215786,95.80833435,73.77500153,3.742000103
39.4159,-15.156,17,14,0.823529412,330,30.51580238,89.42500305,71.03333282,3.84100008
39.4186,-13.2416,8,0,0,379,31.33715439,80.94166565,71.55000305,23.42700005
39.4369,-12.424,19,9,0.473684211,357,30.95659447,83.66666412,73.48332977,14.03499985
39.5492,-13.6578,17,8,0.470588235,284,31.24166107,82.39167023,72.40833282,9.531000137
39.5498,-11.6574,13,3,0.230769231,839,27.27238274,98.15000153,75.02500153,45.33100128
39.5813,-11.6653,15,2,0.133333333,812,27.27238274,98.15000153,75.02500153,43.45299911
39.6332,-12.8483,9,2,0.222222222,365,31.45322037,82.29166412,73.20833588,13.18099976
39.6724,-11.4823,12,1,0.083333333,628,28.02422905,91.84166718,76.09999847,37.5909996
39.7305,-15.0996,9,6,0.666666667,286,30.39705086,88.25,72.6333313,26.09700012
39.7465,-16.3628,16,4,0.25,27,31.99443054,93.19166565,76.90000153,3.194000006
39.7591,-11.8572,7,3,0.428571429,649,28.47123528,92.51667023,75.6333313,19.86000061
39.7625,-13.4069,10,3,0.3,309,31.6393795,81.59999847,73.64167023,26.93300056
39.7636,-13.4078,17,6,0.352941176,309,31.6393795,81.59999847,73.64167023,26.80400085
39.7653,-11.3604,10,2,0.2,473,28.76575089,91.84166718,76.09999847,37.42300034
39.8273,-16.1532,14,11,0.785714286,12,32.28372574,93.40833282,75.94999695,2.507999897
39.8389,-12.1644,32,20,0.625,236,31.13372993,93.21666718,76.31666565,13.05200005
39.8449,-13.7229,3,1,0.333333333,235,31.38163567,83.31666565,74.05833435,4.453999996
39.882,-13.2138,15,8,0.533333333,243,31.81598854,80.67500305,75.08333588,10.03600025
39.8936,-16.2134,10,5,0.5,5,31.77746391,91.84999847,76.80000305,0.368000001
39.913,-16.225,10,7,0.7,19,31.77746391,91.84999847,76.80000305,0.850000024
39.962,-13.372,10,4,0.4,263,31.1402607,80.93333435,74.77500153,15.94699955
39.9631,-14.41,9,8,0.888888889,295,30.84925079,85.02500153,73.15833282,23.87299919
39.9653,-12.0433,35,19,0.542857143,382,29.9351387,93.21666718,76.31666565,8.414999962
39.9723,-14.7426,74,41,0.554054054,227,31.0129261,85.30833435,73.10832977,13.13000011
39.9837,-14.9194,5,0,0,199,31.08699799,85.39167023,73.2416687,2.47300005
40.07,-12.4828,37,23,0.621621622,107,31.54639816,87.79166412,77.1166687,13.05799961
40.0721,-12.2823,47,27,0.574468085,434,29.60211754,97.19166565,76.8666687,34.52600098
40.1019,-11.9517,51,28,0.549019608,155,30.95585442,90.72499847,77.2583313,2.173000097
40.1031,-15.0942,80,39,0.4875,161,30.84335899,84.69999695,74.06666565,12.94699955
40.1204,-12.2521,27,4,0.148148148,429,29.64078331,97.19166565,76.8666687,35.32699966
40.1362,-15.3442,7,6,0.857142857,127,30.90102005,87.1333313,74.66666412,16.6989994
40.2439,-11.8852,16,14,0.875,264,29.85303879,93.66666412,77.81666565,9.616999626
40.3022,-14.9169,92,49,0.532608696,97,31.61949921,81.5083313,74.6166687,1.419999957
40.3386,-14.7196,51,31,0.607843137,196,30.85411263,80.54166412,75.1333313,8.215000153
40.3527,-11.3429,15,9,0.6,25,30.71871567,94.73332977,78.39167023,1.090999961
40.3656,-11.3596,15,0,0,23,30.71871567,94.73332977,78.39167023,0.778999984
40.3669,-11.654,31,18,0.580645161,65,30.34227562,95.1166687,78.3833313,3.836999893
40.3947,-14.4022,7,1,0.142857143,166,30.8152771,81.73332977,75.34999847,13.56499958
40.4192,-12.0897,40,22,0.55,137,30.72065735,92.58333588,78.47499847,9.022999763
40.4745,-12.0721,39,22,0.564102564,38,31.19321442,92.58333588,78.47499847,2.778000116
40.4784,-12.1683,41,17,0.414634146,12,31.16827774,88.375,78.60832977,0.54400003
40.4796,-12.4351,16,3,0.1875,33,30.99480438,84.2583313,78.75,2.22300005
40.5106,-12.9611,8,1,0.125,22,30.11384201,79.28333282,79.71666718,0.588
40.5138,-14.2177,11,2,0.181818182,58,31.059618,80.82499695,76.30000305,2.47300005
40.5219,-15.202,17,8,0.470588235,14,31.44593048,80.32499695,75.91666412,1.08099997
40.5219,-12.9661,11,1,0.090909091,13,30.11384201,79.28333282,79.71666718,0.56400001
40.5275,-12.9714,14,0,0,25,30.11384201,79.28333282,79.71666718,0.93599999
40.5302,-12.9806,11,2,0.181818182,43,30.11384201,79.28333282,79.71666718,1.580000043
40.5372,-13.0745,73,56,0.767123288,60,30.74066925,79.28333282,79.71666718,1.539000034
40.5381,-11.9986,37,24,0.648648649,38,31.18087769,92.58333588,78.47499847,0.207000002
40.5569,-13.2917,97,58,0.597938144,15,31.15074158,80.05833435,79.09999847,0.412999988
40.5594,-12.9668,11,0,0,23,30.79485703,79.28333282,79.71666718,0.202999994
40.6573,-14.96,15,8,0.533333333,17,31.78423882,77.57499695,75.7583313,0.381999999
40.6757,-14.5544,6,4,0.666666667,58,31.33653641,80.56666565,76.34166718,0.270000011
40.6824,-14.5387,5,0,0,65,31.37685585,80.56666565,76.34166718,0.769999981
40.6954,-14.5556,1,0,0,138,31.33653641,80.56666565,76.34166718,2.335000038
40.7304,-15.0403,8,6,0.75,17,31.78423882,77.57499695,75.7583313,0
